./.devin/rules/hard-constraints.yaml:98:52: [error] syntax error: found unknown escape character 's' (syntax)
./bunnyshell-pr.yaml:587:25: [error] wrong indentation: expected 22 but found 24 (indentation)
./bunnyshell-pr.yaml:590:13: [error] wrong indentation: expected 10 but found 12 (indentation)
./bunnyshell-pr.yaml:591:17: [error] wrong indentation: expected 14 but found 16 (indentation)
./bunnyshell-pr.yaml:595:5: [error] wrong indentation: expected 2 but found 4 (indentation)
./bunnyshell-pr.yaml:596:9: [error] wrong indentation: expected 6 but found 8 (indentation)
./bunnyshell-pr.yaml:600:9: [error] wrong indentation: expected 6 but found 8 (indentation)
./bunnyshell-pr.yaml:604:9: [error] wrong indentation: expected 6 but found 8 (indentation)
./bunnyshell-pr.yaml:608:9: [error] wrong indentation: expected 6 but found 8 (indentation)
./config/ci/test_skip_register.yaml:991:6: [error] missing starting space in comment (comments)
./config/ci/test_skip_register.yaml:1006:6: [error] missing starting space in comment (comments)
./config/ci/test_skip_register.yaml:1021:6: [error] missing starting space in comment (comments)
./config/ci/test_skip_register.yaml:1036:6: [error] missing starting space in comment (comments)
./config/ci/test_skip_register.yaml:1051:6: [error] missing starting space in comment (comments)
./config/ci/test_skip_register.yaml:1065:6: [error] missing starting space in comment (comments)
./config/ci/test_skip_register.yaml:1079:6: [error] missing starting space in comment (comments)
./docker-compose.contract.yml:126:11: [error] wrong indentation: expected 6 but found 10 (indentation)
./docker-compose.contract.yml:127:7: [error] syntax error: expected <block end>, but found '<block mapping start>' (syntax)
